clave,entidad,municipio,poblacion,ing_corr_tot_pc,anios_esc_mean,anios_esc_esp,ss_subin_salud,se_subin_educ,si_subin_ing,idh,gini,,
29048,Tlaxcala,La Magdalena Tlaltelulco,19036,ND,ND,ND,0.778,ND,ND,ND,0.28,,
29049,Tlaxcala,San Damián Texóloc,5884,2943.876,10.243,13.691,0.878,0.722,0.722,0.77,0.34,,
29050,Tlaxcala,San Francisco Tetlanohcan,11761,2505.129,9.166,13.586,0.827,0.683,0.697,0.733,0.37,,
29051,Tlaxcala,San Jerónimo Zacualpan,4092,3142.779,10.231,12.189,0.867,0.68,0.731,0.755,0.34,,
29052,Tlaxcala,San José Teacalco,6436,2005.482,7.925,12.241,0.866,0.604,0.664,0.703,0.32,,
29053,Tlaxcala,San Juan Huactzinco,7688,2566.631,10.309,13.302,0.744,0.713,0.701,0.719,0.36,,
29054,Tlaxcala,San Lorenzo Axocomanitla,5689,2857.07,9.677,13.029,0.876,0.685,0.717,0.755,0.33,,
29055,Tlaxcala,San Lucas Tecopilco,3077,2096.565,8.603,12.831,0.886,0.643,0.67,0.725,0.33,,
29056,Tlaxcala,Santa Ana Nopalucan,7952,2319.23,9.824,13.449,0.727,0.701,0.686,0.705,0.36,,
29057,Tlaxcala,Santa Apolonia Teacalco,4636,2483.815,10.082,13.874,0.884,0.721,0.696,0.763,0.36,,
29058,Tlaxcala,Santa Catarina Ayometla,9463,2352.958,8.795,13.109,0.858,0.657,0.688,0.729,0.33,,
29059,Tlaxcala,Santa Cruz Quilehtla,7750,2036.158,8.408,11.734,0.792,0.606,0.666,0.684,0.32,,
29060,Tlaxcala,Santa Isabel Xiloxoxtla,5443,2614.072,9.122,13.3,0.749,0.673,0.704,0.708,0.32,,
30001,Veracruz de Ignacio de la Llave,Acajete,9701,1650.237,6.572,11.418,0.846,0.536,0.634,0.66,0.37,,
30002,Veracruz de Ignacio de la Llave,Acatlán,3441,2340.769,6.807,13.631,0.827,0.606,0.687,0.701,0.32,,
30003,Veracruz de Ignacio de la Llave,Acayucan,80815,2652.787,8.189,12.886,0.895,0.631,0.706,0.736,0.36,,
30004,Veracruz de Ignacio de la Llave,Actopan,41742,2436.151,6.749,12.799,0.882,0.58,0.693,0.708,0.33,,
30005,Veracruz de Ignacio de la Llave,Acula,5253,2629.027,6.317,11.767,0.843,0.537,0.704,0.683,0.32,,
30006,Veracruz de Ignacio de la Llave,Acultzingo,23100,1584.62,6.913,11.067,0.875,0.538,0.628,0.666,0.38,,
30007,Veracruz de Ignacio de la Llave,Camarón de Tejeda,6538,2164.861,6.135,11.686,0.632,0.529,0.675,0.609,0.31,,
30008,Veracruz de Ignacio de la Llave,Alpatláhuac,10338,1436.823,5.529,11.066,0.877,0.492,0.613,0.642,0.34,,
30009,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,28184,2446.501,6.249,12.312,0.883,0.55,0.694,0.696,0.33,,
30010,Veracruz de Ignacio de la Llave,Altotonga,64234,1548.759,5.894,10.583,0.816,0.49,0.625,0.63,0.38,,
30011,Veracruz de Ignacio de la Llave,Alvarado,57035,4149.73,11.087,13.234,0.898,0.737,0.773,0.8,0.36,,
30012,Veracruz de Ignacio de la Llave,Amatitlán,7866,2439.389,6.459,10.971,0.888,0.52,0.693,0.684,0.33,,
30013,Veracruz de Ignacio de la Llave,Naranjos Amatlán,26843,3195.306,9,14.058,0.892,0.69,0.734,0.768,0.36,,
30014,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,46955,2515.565,8.243,13.002,0.882,0.636,0.698,0.731,0.33,,
30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,33839,2312.353,6.638,12.105,0.89,0.558,0.685,0.698,0.34,,
30016,Veracruz de Ignacio de la Llave,La Antigua,28682,3266.676,8.693,12.771,0.883,0.645,0.737,0.748,0.32,,
30017,Veracruz de Ignacio de la Llave,Apazapan,4709,2553.573,7.5,13.461,0.882,0.624,0.7,0.728,0.31,,
30018,Veracruz de Ignacio de la Llave,Aquila,1978,1143.195,4.464,9.43,0.694,0.411,0.579,0.548,0.32,,
30019,Veracruz de Ignacio de la Llave,Astacinga,6909,1067.985,4.022,11.167,0.689,0.444,0.568,0.558,0.32,,
30020,Veracruz de Ignacio de la Llave,Atlahuilco,11577,997.823,4.427,10.217,0.708,0.431,0.558,0.554,0.33,,
30021,Veracruz de Ignacio de la Llave,Atoyac,23461,2543.752,8.258,12.607,0.88,0.625,0.7,0.728,0.35,,
30022,Veracruz de Ignacio de la Llave,Atzacan,22651,1648.096,6.452,11.182,0.872,0.526,0.634,0.663,0.34,,
30023,Veracruz de Ignacio de la Llave,Atzalan,49180,1840.78,5.26,11.096,0.761,0.484,0.651,0.621,0.32,,
30024,Veracruz de Ignacio de la Llave,Tlaltetela,16485,1719.226,5.498,10.77,0.852,0.482,0.64,0.641,0.33,,
30025,Veracruz de Ignacio de la Llave,Ayahualulco,27217,984.942,3.196,10.049,0.835,0.386,0.556,0.564,0.38,,
30026,Veracruz de Ignacio de la Llave,Banderilla,25993,3656.36,9.862,13.821,0.887,0.713,0.754,0.781,0.37,,
30027,Veracruz de Ignacio de la Llave,Benito Juárez,16120,1545.032,6.218,12.667,0.89,0.559,0.624,0.677,0.36,,
30028,Veracruz de Ignacio de la Llave,Boca del Río,144550,4347.717,10.499,13.903,0.881,0.736,0.78,0.797,0.35,,
30029,Veracruz de Ignacio de la Llave,Calcahualco,13701,1020.628,4.352,9.994,0.846,0.423,0.562,0.586,0.35,,
30030,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,41835,2650.387,9.238,12.665,0.872,0.66,0.706,0.741,0.42,,
30031,Veracruz de Ignacio de la Llave,Carrillo Puerto,18888,1684.097,5.27,9.901,0.862,0.451,0.637,0.628,0.3,,
30032,Veracruz de Ignacio de la Llave,Catemaco,49451,1806.028,6.776,11.566,0.865,0.547,0.648,0.674,0.36,,
30033,Veracruz de Ignacio de la Llave,Cazones de Herrera,24421,1767.182,6.88,12.383,0.88,0.573,0.644,0.688,0.34,,
30034,Veracruz de Ignacio de la Llave,Cerro Azul,25011,3087.379,9.352,14.357,0.776,0.711,0.729,0.738,0.38,,
30035,Veracruz de Ignacio de la Llave,Citlaltépetl,11165,1647.188,6.184,12.378,0.891,0.55,0.634,0.677,0.35,,
30036,Veracruz de Ignacio de la Llave,Coacoatzintla,11018,1779.275,6.448,11.704,0.836,0.54,0.646,0.663,0.36,,
30037,Veracruz de Ignacio de la Llave,Coahuitlán,8176,1450.515,4.799,11.404,0.792,0.477,0.615,0.615,0.33,,
30038,Veracruz de Ignacio de la Llave,Coatepec,93911,3208.947,9.681,13.344,0.895,0.693,0.735,0.77,0.42,,
30039,Veracruz de Ignacio de la Llave,Coatzacoalcos,310698,3566.601,10.256,14.017,0.888,0.731,0.751,0.787,0.34,,
30040,Veracruz de Ignacio de la Llave,Coatzintla,55016,3357.803,9.74,13.595,0.891,0.702,0.741,0.774,0.38,,
30041,Veracruz de Ignacio de la Llave,Coetzala,2355,1679.868,6.158,13.126,0.819,0.57,0.637,0.667,0.33,,
30042,Veracruz de Ignacio de la Llave,Colipa,5743,1978.706,6.291,11.608,0.858,0.532,0.662,0.671,0.38,,
30043,Veracruz de Ignacio de la Llave,Comapa,19876,1468.28,4.874,10.137,0.832,0.444,0.616,0.61,0.34,,
30044,Veracruz de Ignacio de la Llave,Córdoba,204721,3281.069,9.444,12.927,0.897,0.674,0.738,0.764,0.35,,
30045,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,54737,3229.944,8.062,12.239,0.883,0.609,0.736,0.734,0.35,,
30046,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,16167,1655.278,5.52,11.405,0.794,0.501,0.635,0.632,0.33,,
30047,Veracruz de Ignacio de la Llave,Coscomatepec,59471,1536.218,5.193,9.572,0.834,0.439,0.623,0.611,0.41,,
30048,Veracruz de Ignacio de la Llave,Cosoleacaque,130903,2982.464,9.072,13.58,0.893,0.68,0.724,0.76,0.33,,
30049,Veracruz de Ignacio de la Llave,Cotaxtla,22050,2351.05,6.135,11.355,0.887,0.52,0.688,0.682,0.32,,
30050,Veracruz de Ignacio de la Llave,Coxquihui,16333,1424.003,5.665,11.968,0.816,0.521,0.612,0.638,0.36,,
30051,Veracruz de Ignacio de la Llave,Coyutla,23096,1762.498,5.525,11.495,0.87,0.503,0.644,0.656,0.36,,
30052,Veracruz de Ignacio de la Llave,Cuichapa,11869,2075.424,7.357,12.474,0.884,0.592,0.669,0.705,0.33,,
30053,Veracruz de Ignacio de la Llave,Cuitláhuac,28075,2699.41,7.462,11.812,0.888,0.577,0.708,0.713,0.34,,
30054,Veracruz de Ignacio de la Llave,Chacaltianguis,11461,2361.273,6.253,10.735,0.89,0.507,0.688,0.677,0.32,,
30055,Veracruz de Ignacio de la Llave,Chalma,13527,2100.933,6.806,13.423,0.866,0.6,0.671,0.704,0.35,,
30056,Veracruz de Ignacio de la Llave,Chiconamel,6610,1734.557,5.272,13.663,0.863,0.555,0.642,0.675,0.33,,
30057,Veracruz de Ignacio de la Llave,Chiconquiaco,13881,1136.381,5.083,11.432,0.866,0.487,0.578,0.625,0.35,,
30058,Veracruz de Ignacio de la Llave,Chicontepec,53858,1867.764,7.169,13.858,0.799,0.624,0.653,0.688,0.35,,
30059,Veracruz de Ignacio de la Llave,Chinameca,22638,2463.993,7.528,13.234,0.75,0.619,0.695,0.686,0.33,,
30060,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,16283,2115.672,7.178,12.627,0.795,0.59,0.672,0.681,0.33,,
30061,Veracruz de Ignacio de la Llave,Las Choapas,81080,2227.569,7.13,11.115,0.887,0.546,0.679,0.69,0.43,,
30062,Veracruz de Ignacio de la Llave,Chocamán,20839,1826.202,6.067,10.382,0.851,0.491,0.649,0.647,0.36,,
30063,Veracruz de Ignacio de la Llave,Chontla,13359,1923.151,6.334,12.839,0.841,0.568,0.657,0.679,0.33,,
30064,Veracruz de Ignacio de la Llave,Chumatlán,4008,1277.226,6.054,12.338,0.853,0.545,0.595,0.651,0.33,,
30065,Veracruz de Ignacio de la Llave,Emiliano Zapata,85489,3753.264,10.281,14.154,0.891,0.736,0.758,0.792,0.38,,
30066,Veracruz de Ignacio de la Llave,Espinal,26830,1859.85,6.913,12.242,0.816,0.57,0.652,0.672,0.36,,
30067,Veracruz de Ignacio de la Llave,Filomeno Mata,19179,1365.683,4.412,9.991,0.587,0.425,0.606,0.533,0.34,,
30068,Veracruz de Ignacio de la Llave,Fortín,66372,2992.261,9.701,13.595,0.891,0.701,0.724,0.767,0.38,,
30069,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,24085,2610.544,8.059,13.347,0.892,0.639,0.703,0.737,0.34,,
30070,Veracruz de Ignacio de la Llave,Hidalgotitlán,18275,1847.889,6.021,10.854,0.811,0.502,0.651,0.642,0.32,,
30071,Veracruz de Ignacio de la Llave,Huatusco,59920,2470.615,8.074,12.304,0.881,0.611,0.695,0.721,0.38,,
30072,Veracruz de Ignacio de la Llave,Huayacocotla,21796,1933.035,6.501,11.642,0.803,0.54,0.658,0.658,0.44,,
30073,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,41670,1794.227,6.308,12.029,0.872,0.544,0.647,0.675,0.38,,
30074,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,7293,2484.306,8.577,13.577,0.729,0.663,0.696,0.695,0.34,,
30075,Veracruz de Ignacio de la Llave,Ignacio de la Llave,16525,2019.862,6.136,11.891,0.875,0.535,0.665,0.678,0.33,,
30076,Veracruz de Ignacio de la Llave,Ilamatlán,13377,1086.595,3.888,10.669,0.867,0.426,0.571,0.595,0.36,,
30077,Veracruz de Ignacio de la Llave,Isla,42807,2548.528,6.764,10.097,0.89,0.506,0.7,0.68,0.34,,
30078,Veracruz de Ignacio de la Llave,Ixcatepec,12379,1858.226,6.608,13.283,0.887,0.589,0.652,0.699,0.34,,
30079,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,11387,1373.398,5.151,10.445,0.869,0.462,0.606,0.624,0.34,,
30080,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,23132,1646.81,6.496,11.15,0.836,0.526,0.634,0.653,0.33,,
30081,Veracruz de Ignacio de la Llave,Ixhuatlancillo,27295,2639.131,8.372,12.36,0.815,0.622,0.705,0.71,0.4,,
30082,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,15831,2881.284,7.31,12.246,0.773,0.584,0.718,0.687,0.36,,
30083,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,50836,1396.624,5.63,11.529,0.86,0.508,0.609,0.643,0.35,,
30084,Veracruz de Ignacio de la Llave,Ixmatlahuacan,5574,2337.211,6.011,11.466,0.874,0.519,0.687,0.678,0.3,,
30085,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,74004,2840.1,8.862,13.448,0.894,0.669,0.716,0.754,0.37,,
30086,Veracruz de Ignacio de la Llave,Jalacingo,46794,1824.341,6.052,11.156,0.859,0.512,0.649,0.658,0.34,,
30087,Veracruz de Ignacio de la Llave,Xalapa,488531,4242.712,10.958,14.693,0.907,0.773,0.777,0.817,0.37,,
30088,Veracruz de Ignacio de la Llave,Jalcomulco,5054,2305.789,6.064,12.422,0.85,0.547,0.685,0.683,0.32,,
30089,Veracruz de Ignacio de la Llave,Jáltipan,38669,2594.593,8.296,13.617,0.882,0.655,0.702,0.74,0.35,,
30090,Veracruz de Ignacio de la Llave,Jamapa,11132,2586.312,7.001,11.849,0.883,0.563,0.702,0.704,0.31,,
30091,Veracruz de Ignacio de la Llave,Jesús Carranza,28524,1952.73,6.023,11.267,0.862,0.514,0.66,0.664,0.34,,
30092,Veracruz de Ignacio de la Llave,Xico,39623,2233.781,6.94,12.3,0.885,0.573,0.68,0.701,0.39,,
30093,Veracruz de Ignacio de la Llave,Jilotepec,16585,2315.868,7.849,13.168,0.813,0.627,0.685,0.704,0.34,,
30094,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,38367,2287.484,6.323,11.397,0.882,0.527,0.683,0.682,0.32,,
30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,15059,1922.851,6.163,12.338,0.869,0.548,0.657,0.679,0.35,,
30096,Veracruz de Ignacio de la Llave,Landero y Coss,1543,1604.528,6.044,12.507,0.889,0.549,0.63,0.675,0.32,,
30097,Veracruz de Ignacio de la Llave,Lerdo de Tejada,19123,2917.198,8.063,12.768,0.879,0.623,0.72,0.733,0.34,,
30098,Veracruz de Ignacio de la Llave,Magdalena,3299,1259.201,6.279,10.984,0.818,0.514,0.593,0.629,0.31,,
30099,Veracruz de Ignacio de la Llave,Maltrata,18327,1664.797,6.698,11.752,0.853,0.55,0.635,0.668,0.35,,
30100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,23918,2307.547,6.7,11.392,0.879,0.54,0.685,0.688,0.33,,
30101,Veracruz de Ignacio de la Llave,Mariano Escobedo,38670,1933.167,7.116,10.408,0.826,0.526,0.658,0.659,0.48,,
30102,Veracruz de Ignacio de la Llave,Martínez de la Torre,108842,2855.985,8.569,12.418,0.898,0.631,0.717,0.74,0.34,,
30103,Veracruz de Ignacio de la Llave,Mecatlán,12799,1175.484,4.573,11.051,0.832,0.459,0.583,0.606,0.37,,
30104,Veracruz de Ignacio de la Llave,Mecayapan,17134,1860.741,5.297,11.876,0.768,0.506,0.652,0.633,0.34,,
30105,Veracruz de Ignacio de la Llave,Medellín de Bravo,95202,3414.941,9.447,11.983,0.892,0.648,0.744,0.755,0.34,,
30106,Veracruz de Ignacio de la Llave,Miahuatlán,4841,1541.054,6.215,11.939,0.883,0.539,0.624,0.667,0.33,,
30107,Veracruz de Ignacio de la Llave,Las Minas,2934,1231.505,4.871,10.734,0.664,0.461,0.59,0.565,0.33,,
30108,Veracruz de Ignacio de la Llave,Minatitlán,144776,3614.654,9.445,12.629,0.891,0.666,0.753,0.764,0.37,,
30109,Veracruz de Ignacio de la Llave,Misantla,65761,2759.754,8.794,13.312,0.877,0.663,0.712,0.745,0.37,,
30110,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,12125,1088.062,2.807,9.421,0.828,0.355,0.571,0.552,0.29,,
30111,Veracruz de Ignacio de la Llave,Moloacán,16493,2513.37,7.53,12.796,0.859,0.606,0.698,0.714,0.36,,
30112,Veracruz de Ignacio de la Llave,Naolinco,22835,2165.216,7.174,12.455,0.862,0.585,0.675,0.698,0.37,,
30113,Veracruz de Ignacio de la Llave,Naranjal,4614,1707.684,6.627,12.488,0.868,0.568,0.639,0.68,0.32,,
30114,Veracruz de Ignacio de la Llave,Nautla,10130,2810.454,7.468,12.304,0.875,0.591,0.715,0.718,0.34,,
30115,Veracruz de Ignacio de la Llave,Nogales,37314,2175.745,8.539,12.317,0.888,0.627,0.676,0.722,0.4,,
30116,Veracruz de Ignacio de la Llave,Oluta,17027,2392.859,7.786,12.915,0.873,0.618,0.69,0.719,0.34,,
30117,Veracruz de Ignacio de la Llave,Omealca,23773,2002.601,6.646,11.632,0.891,0.545,0.663,0.685,0.33,,
30118,Veracruz de Ignacio de la Llave,Orizaba,123182,4182.438,11.377,14.906,0.899,0.793,0.775,0.821,0.34,,
30119,Veracruz de Ignacio de la Llave,Otatitlán,5651,2493.708,7.261,12.41,0.887,0.587,0.697,0.713,0.31,,
30120,Veracruz de Ignacio de la Llave,Oteapan,10343,2336.757,7.397,12.877,0.757,0.604,0.687,0.68,0.32,,
30121,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,22756,2746.905,6.728,12.362,0.869,0.568,0.711,0.705,0.3,,
30122,Veracruz de Ignacio de la Llave,Pajapan,18051,1703.987,4.87,10.807,0.632,0.463,0.639,0.572,0.33,,
30123,Veracruz de Ignacio de la Llave,Pánuco,96185,2888.778,8.074,12.992,0.857,0.63,0.719,0.729,0.34,,
30124,Veracruz de Ignacio de la Llave,Papantla,159910,2253.879,7.64,12.523,0.859,0.603,0.681,0.706,0.38,,
30125,Veracruz de Ignacio de la Llave,Paso del Macho,31894,2293.787,6.834,11.709,0.877,0.553,0.684,0.692,0.33,,
30126,Veracruz de Ignacio de la Llave,Paso de Ovejas,33442,2612.303,7.501,11.536,0.887,0.57,0.704,0.709,0.34,,
30127,Veracruz de Ignacio de la Llave,La Perla,28258,996.601,3.79,8.11,0.781,0.352,0.558,0.535,0.39,,
30128,Veracruz de Ignacio de la Llave,Perote,77432,2264.484,7.76,12.115,0.823,0.595,0.682,0.694,0.36,,
30129,Veracruz de Ignacio de la Llave,Platón Sánchez,18053,2409.907,6.384,12.449,0.729,0.559,0.691,0.655,0.41,,
30130,Veracruz de Ignacio de la Llave,Playa Vicente,39327,2019.201,5.792,11.305,0.887,0.507,0.665,0.669,0.33,,
30131,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,189457,3405.756,10.298,14.102,0.89,0.735,0.744,0.786,0.37,,
30132,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,20300,1655.279,6.921,12.089,0.808,0.567,0.635,0.662,0.39,,
30133,Veracruz de Ignacio de la Llave,Pueblo Viejo,57909,2827.633,8.201,12.873,0.858,0.631,0.715,0.729,0.33,,
30134,Veracruz de Ignacio de la Llave,Puente Nacional,23544,2441.702,7.337,12.407,0.884,0.589,0.693,0.712,0.35,,
30135,Veracruz de Ignacio de la Llave,Rafael Delgado,24127,2032.733,7.13,11.962,0.832,0.57,0.666,0.681,0.36,,
30136,Veracruz de Ignacio de la Llave,Rafael Lucio,8343,2309.649,7.808,12.27,0.886,0.601,0.685,0.715,0.32,,
30137,Veracruz de Ignacio de la Llave,Los Reyes,6308,1052.095,5.298,11.047,0.639,0.483,0.566,0.559,0.31,,
30138,Veracruz de Ignacio de la Llave,Río Blanco,41795,3372.922,10.656,14.447,0.883,0.757,0.742,0.791,0.35,,
30139,Veracruz de Ignacio de la Llave,Saltabarranca,6126,2599.797,6.541,11.266,0.881,0.531,0.703,0.69,0.32,,
30140,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,3134,1313.913,5.69,10.792,0.889,0.489,0.6,0.639,0.32,,
30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,162428,1863.728,6.356,11.456,0.879,0.53,0.653,0.673,0.36,,
30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,32631,2051.456,6.348,11.402,0.884,0.528,0.667,0.678,0.31,,
30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,57085,1852.331,5.569,9.882,0.876,0.46,0.652,0.641,0.34,,
30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,32400,1873.073,6.654,11.837,0.891,0.551,0.653,0.684,0.33,,
30145,Veracruz de Ignacio de la Llave,Soconusco,16574,2498.015,8.286,12.301,0.883,0.618,0.697,0.724,0.36,,
30146,Veracruz de Ignacio de la Llave,Sochiapa,3925,1592.563,5.968,10.515,0.872,0.491,0.629,0.646,0.31,,
30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,24578,1011.023,4.223,9.559,0.81,0.406,0.56,0.569,0.35,,
30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,28130,2227.359,6.723,11.017,0.892,0.53,0.679,0.685,0.34,,
30149,Veracruz de Ignacio de la Llave,Soteapan,34385,1569.079,4.267,11.064,0.775,0.45,0.627,0.602,0.36,,
30150,Veracruz de Ignacio de la Llave,Tamalín,11631,2169.735,6.697,12.136,0.887,0.56,0.675,0.695,0.33,,
30151,Veracruz de Ignacio de la Llave,Tamiahua,21902,2275.373,6.651,13.231,0.655,0.589,0.683,0.641,0.32,,
30152,Veracruz de Ignacio de la Llave,Tampico Alto,11561,2491.375,6.739,12.205,0.771,0.564,0.696,0.671,0.33,,
30153,Veracruz de Ignacio de la Llave,Tancoco,5795,2101.811,6.565,13.753,0.867,0.601,0.671,0.704,0.34,,
30154,Veracruz de Ignacio de la Llave,Tantima,11991,1752.412,5.631,12.505,0.864,0.535,0.643,0.667,0.31,,
30155,Veracruz de Ignacio de la Llave,Tantoyuca,99959,1910.056,7.406,13.609,0.832,0.625,0.656,0.699,0.42,,
30156,Veracruz de Ignacio de la Llave,Tatatila,6041,1183.293,5.129,10.382,0.712,0.459,0.584,0.576,0.36,,
30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,20145,2134.177,6.897,11.989,0.87,0.563,0.673,0.691,0.34,,
30158,Veracruz de Ignacio de la Llave,Tecolutla,24551,2100.124,6.552,11.659,0.845,0.542,0.671,0.675,0.31,,
30159,Veracruz de Ignacio de la Llave,Tehuipango,29686,920.283,3.312,10.3,0.671,0.397,0.546,0.526,0.36,,
30160,Veracruz de Ignacio de la Llave,Álamo Temapache,107270,2458.546,8.097,12.865,0.844,0.627,0.694,0.716,0.36,,
30161,Veracruz de Ignacio de la Llave,Tempoal,34408,2170.532,6.559,11.835,0.857,0.547,0.676,0.682,0.37,,
30162,Veracruz de Ignacio de la Llave,Tenampa,6448,1497,5.465,9.712,0.879,0.452,0.619,0.627,0.3,,
30163,Veracruz de Ignacio de la Llave,Tenochtitlán,5040,1437.875,5.539,11.195,0.878,0.496,0.613,0.644,0.33,,
30164,Veracruz de Ignacio de la Llave,Teocelo,16957,2103.621,7.076,12.189,0.877,0.574,0.671,0.697,0.37,,
30165,Veracruz de Ignacio de la Llave,Tepatlaxco,8925,1638.223,5.925,10.279,0.861,0.483,0.633,0.641,0.32,,
30166,Veracruz de Ignacio de la Llave,Tepetlán,9405,1773.732,5.403,11.674,0.89,0.504,0.645,0.662,0.32,,
30167,Veracruz de Ignacio de la Llave,Tepetzintla,14619,1824.46,6.999,12.206,0.874,0.572,0.649,0.687,0.36,,
30168,Veracruz de Ignacio de la Llave,Tequila,16343,1402.093,5.322,10.714,0.746,0.475,0.61,0.6,0.41,,
30169,Veracruz de Ignacio de la Llave,José Azueta,22709,2382.583,6.205,10.281,0.858,0.492,0.69,0.663,0.31,,
30170,Veracruz de Ignacio de la Llave,Texcatepec,10824,1040.556,4.014,9.914,0.866,0.409,0.564,0.585,0.35,,
30171,Veracruz de Ignacio de la Llave,Texhuacán,5575,1298.482,6.045,11.288,0.741,0.515,0.598,0.611,0.36,,
30172,Veracruz de Ignacio de la Llave,Texistepec,19925,1877.349,6.388,12.036,0.874,0.547,0.654,0.679,0.33,,
30173,Veracruz de Ignacio de la Llave,Tezonapa,54537,1847.351,6.442,11.673,0.824,0.539,0.651,0.661,0.36,,
30174,Veracruz de Ignacio de la Llave,Tierra Blanca,95602,2878.709,8.114,11.796,0.887,0.598,0.718,0.725,0.36,,
30175,Veracruz de Ignacio de la Llave,Tihuatlán,92726,2241.413,7.942,12.711,0.878,0.618,0.68,0.717,0.35,,
30176,Veracruz de Ignacio de la Llave,Tlacojalpan,4489,2215.322,6.802,11.603,0.856,0.549,0.679,0.683,0.31,,
30177,Veracruz de Ignacio de la Llave,Tlacolulan,11685,1452.616,5.817,10.882,0.88,0.496,0.615,0.645,0.34,,
30178,Veracruz de Ignacio de la Llave,Tlacotalpan,12898,2569.983,7.313,12.135,0.881,0.581,0.701,0.71,0.35,,
30179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,4284,1968.949,6.552,11.061,0.882,0.526,0.661,0.674,0.32,,
30180,Veracruz de Ignacio de la Llave,Tlachichilco,10900,1353.639,4.859,10.862,0.87,0.464,0.604,0.624,0.32,,
30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,37795,2558.853,6.681,11.424,0.89,0.54,0.7,0.696,0.31,,
30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,19664,2084.479,7.362,13.234,0.818,0.613,0.669,0.695,0.37,,
30183,Veracruz de Ignacio de la Llave,Tlapacoyan,61377,2476.367,7.273,10.978,0.887,0.547,0.695,0.696,0.33,,
30184,Veracruz de Ignacio de la Llave,Tlaquilpa,7933,1056.468,4.306,10.806,0.558,0.444,0.567,0.52,0.32,,
30185,Veracruz de Ignacio de la Llave,Tlilapan,5548,2029.672,7.263,12.356,0.726,0.585,0.665,0.656,0.39,,
30186,Veracruz de Ignacio de la Llave,Tomatlán,7197,2248.297,7.347,11.74,0.891,0.571,0.681,0.702,0.32,,
30187,Veracruz de Ignacio de la Llave,Tonayán,6105,1103.514,5.403,10.857,0.771,0.482,0.573,0.597,0.33,,
30188,Veracruz de Ignacio de la Llave,Totutla,17217,1540.259,5.578,10.678,0.861,0.483,0.624,0.638,0.34,,
30189,Veracruz de Ignacio de la Llave,Tuxpan,154600,3354.005,9.327,13.347,0.895,0.682,0.741,0.767,0.35,,
30190,Veracruz de Ignacio de la Llave,Tuxtilla,2258,2417.602,7.058,13.105,0.813,0.599,0.692,0.696,0.32,,
30191,Veracruz de Ignacio de la Llave,Ursulo Galván,30097,2979.458,8.489,13.511,0.875,0.658,0.723,0.747,0.32,,
30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,20204,2616.574,7.398,12.58,0.884,0.596,0.704,0.719,0.33,,
30193,Veracruz de Ignacio de la Llave,Veracruz,607209,3545.723,10.112,13.58,0.898,0.714,0.75,0.783,0.35,,
30194,Veracruz de Ignacio de la Llave,Villa Aldama,12492,1617.474,6.178,10.949,0.667,0.51,0.631,0.599,0.34,,
30195,Veracruz de Ignacio de la Llave,Xoxocotla,5900,1387.006,5.133,11.123,0.766,0.48,0.608,0.607,0.35,,
30196,Veracruz de Ignacio de la Llave,Yanga,17902,2697.193,7.342,12.417,0.889,0.59,0.708,0.719,0.33,,
30197,Veracruz de Ignacio de la Llave,Yecuatla,11205,1829.782,5.934,12.366,0.88,0.541,0.65,0.677,0.33,,
30198,Veracruz de Ignacio de la Llave,Zacualpan,6788,1508.254,5.014,11.294,0.792,0.481,0.621,0.618,0.35,,
